classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4061.38,669.68,133.48
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3353.30,1436.39,203.46
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3331.48,1436.39,203.50
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3499.38,1452.99,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3496.15,1413.43,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4155.19,1000.21,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4129.55,934.51,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4520.32,463.70,133.72
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4679.69,487.97,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4127.01,1099.38,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4166.57,1096.15,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4146.40,1205.08,203.53
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4540.21,824.81,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4474.51,850.45,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3790.78,1866.59,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4674.92,906.40,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3859.79,1695.19,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3925.49,1669.55,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4095.29,1660.45,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4396.30,1400.32,203.73
