classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4200.00,1710.00,133.52
section\monster\monster_miaosha\monster_miaosha_bs.gim,6,Prop,4145.38,1203.19,203.74
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,3938.25,528.68,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3700.39,780.82,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3715.98,725.26,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4379.18,640.39,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4434.74,655.98,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4339.61,1919.18,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4324.02,1974.74,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3597.39,1006.35,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4070.47,873.94,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4153.22,806.21,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3915.53,1897.20,142.02
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4080.00,1950.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4170.00,1020.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3960.00,1410.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3810.00,1740.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3750.00,600.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4410.00,1380.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4050.00,1740.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,690.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4050.00,1320.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4050.00,1560.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4410.00,900.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4050.00,1020.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,1080.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3780.00,690.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4530.00,1380.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3750.00,840.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4530.00,840.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4440.00,1230.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3750.00,1260.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4410.00,720.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4710.00,900.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3690.00,1020.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4170.00,660.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3600.00,1350.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3930.00,1320.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3930.00,960.00,133.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,3516.73,1227.87,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,3420.00,1230.00,133.52
scene\model\h55_random\random01\random01_in\rd01_treasure_l_02_harp02.gim,6,Prop,4948.03,1110.83,209.03
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4860.85,1110.04,201.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4291.74,1653.61,133.32
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4711.74,1111.23,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3751.74,752.27,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3811.74,1532.84,203.53
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3930.64,1069.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4050.64,1669.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4410.64,829.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4577.60,1289.69,133.32
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3701.38,489.68,133.48
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3524.71,1279.55,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4369.95,1050.06,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3610.60,1698.49,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4074.92,1506.40,203.53
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4730.32,761.38,203.49
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4419.68,1276.30,133.72
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4260.31,1252.03,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4516.30,1160.32,203.73
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4492.03,1319.69,203.53
