classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4230.00,1380.00,63.51
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,-374.33,43.32,0.24
scene\model\h55_random\random01\random01_in\random01_in_piano01.gim,6,Prop,3776.45,839.36,137.43
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4200.82,619.61,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4145.26,604.02,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4579.61,1319.18,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4564.02,1374.74,133.52
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,810.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4590.00,960.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,900.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4350.00,720.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,810.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4530.00,1260.00,133.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4287.87,1583.27,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4290.00,1680.00,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4108.77,511.74,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4408.65,719.98,133.32
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4588.26,927.16,133.52
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4149.68,1038.62,133.48
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4010.32,1181.38,133.48
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4510.05,989.94,133.35
