classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4230.00,1380.00,63.51
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,3780.00,750.00,133.52
section\monster\monster_miaosha\monster_miaosha_bs.gim,6,Prop,3675.28,701.20,133.52
section\prop\prop_yeshi\prop_yeshi.gim,4,Prop,-570.34,-3433.77,7.47
section\prop\prop_yeshi\prop_yeshi.gim,4,Prop,-573.40,-3427.97,7.46
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,3750.00,540.00,203.53
section\prop\prop_yeshi\prop_yeshi.gim,4,Prop,-564.58,-3424.23,7.45
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4860.00,1290.00,-6.50
section\prop\prop_yeshi\prop_yeshi.gim,4,Prop,-569.68,-3430.21,7.34
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,-587.50,-3443.05,0.30
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4159.61,839.18,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4144.02,894.74,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4374.74,1495.98,203.53
scene\model\h55_random\random01\random01_in\random01_in_piano01.gim,6,Prop,3903.55,780.64,137.43
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4017.65,1477.66,203.53
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3960.98,1478.23,203.53
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4305.69,582.21,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4682.61,733.65,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4663.38,1482.40,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,5204.47,562.80,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,5291.04,502.41,133.52
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,990.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4110.00,780.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,5070.00,840.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,5070.00,720.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3510.00,900.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4680.00,810.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3990.00,1380.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4740.00,930.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,1530.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4140.00,690.00,133.50
