classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4230.00,1380.00,63.51
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4110.00,1740.00,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3220.39,1020.82,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3235.98,965.26,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3820.39,1020.82,203.53
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3835.98,965.26,203.53
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4699.61,1199.18,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4684.02,1254.74,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4819.61,1319.18,203.53
scene\model\h55_random\random01\random01_in\random01_in_piano01.gim,6,Prop,3180.64,1136.45,207.43
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4486.35,1862.61,203.53
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3675.53,1777.20,133.52
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4473.79,1153.22,133.52
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4530.00,900.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3870.00,1380.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3840.00,1830.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3960.00,1710.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,1470.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3960.00,1230.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,810.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,1170.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,1830.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4380.00,1290.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3210.00,1260.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3510.00,1320.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3240.00,1470.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3300.00,1170.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4590.00,1020.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3420.00,810.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3390.00,1560.00,133.50
