classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4200.00,1710.00,133.52
section\monster\monster_miaosha\monster_miaosha_bs.gim,6,Prop,4145.38,1203.19,203.74
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,3923.04,466.65,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4145.26,604.02,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4557.65,637.66,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4500.98,638.23,212.03
scene\model\h55_random\random01\random01_in\random01_in_piano01.gim,6,Prop,4923.55,1140.64,137.43
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3983.63,345.28,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3523.38,1002.40,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3551.76,1103.55,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3623.11,1359.87,212.03
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,3830.47,1353.94,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4537.20,1544.47,142.02
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,3,Pallet,4597.59,1631.04,142.02
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3420.00,1170.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,1650.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,510.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3270.00,1500.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,390.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3540.00,750.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4740.00,930.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,870.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,1650.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,990.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4380.00,1410.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,510.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4200.00,1170.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,330.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,1200.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4500.00,390.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4110.00,1080.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,1350.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,5010.00,720.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,1080.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3750.00,1260.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3270.00,1200.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3720.00,930.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,5070.00,660.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4680.00,390.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4830.00,540.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4380.00,1650.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4590.00,960.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4200.00,510.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3810.00,1500.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4170.00,1260.00,133.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,3683.27,752.13,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,3780.00,750.00,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4526.39,511.74,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4408.65,719.98,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3809.17,1606.26,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3748.26,1227.16,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3991.74,1532.27,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4291.74,1352.27,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4588.26,927.16,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4170.64,529.53,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4289.36,970.47,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4609.53,389.36,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4350.01,1530.08,203.53
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3522.41,750.31,133.32
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3223.70,879.68,203.73
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3247.97,720.31,203.53
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3499.79,615.19,203.47
