classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3420.00,930.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3840.00,1530.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3840.00,510.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4470.00,1020.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,570.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3570.00,840.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,870.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3810.00,1440.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4140.00,930.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3660.00,1050.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4350.00,1320.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3660.00,1350.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3780.00,990.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4320.00,1050.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4800.00,630.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,1470.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,750.00,203.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4652.13,876.73,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4650.00,780.00,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3451.74,933.61,203.33
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3811.74,693.61,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3450.64,1489.53,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3810.64,1549.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4470.64,949.53,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4650.64,1129.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4350.01,870.08,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4770.01,990.08,133.52
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3893.30,956.39,203.46
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3871.48,956.39,203.50
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3669.68,1218.62,133.48
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4247.01,559.38,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4286.57,556.15,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4216.30,800.32,203.73
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4192.03,959.69,203.53
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3578.11,1530.60,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3421.71,1667.34,133.55
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3429.68,1698.62,203.49
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4529.94,589.95,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4203.69,1213.00,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4600.45,884.71,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4086.59,1549.22,133.52
scene\model\h55_coa4wardrobe\h55_coa4_curtain01.gim,4,Prop,invalid,invalid,invalid
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3978.38,505.93,134.02
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3658.00,1159.47,133.57
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3930.00,1116.85,133.48
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4110.00,770.63,133.98
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3630.00,530.63,134.02
section\monster\monster_qiqiu\monster_qiqiu_red.gim,6,Prop,4408.45,875.05,203.53
section\monster\monster_muchao\monster_muchao.gim,6,Prop,4248.15,1279.61,203.60
section\monster\monster_muchao\monster_muchao.gim,6,Prop,3406.74,1158.24,203.22
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4950.00,735.46,134.02
section\monster\monster_tiao\monster_tiao_01.gim,6,Prop,4697.93,755.63,133.52
section\monster\monster_xiaobai\monster_xiaobai.gim,6,Prop,3990.00,1396.46,134.04
section\monster\monster_xiaobai\monster_xiaobai.gim,6,Prop,3450.00,1063.30,203.99
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3570.00,750.00,203.53
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3450.00,1557.69,134.02
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3690.00,630.00,203.53
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4350.00,1350.00,133.52
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3390.00,1230.00,203.22
section\monster\monster_yuan\monster_yuan01.gim,6,Prop,4050.00,690.00,203.53
section\monster\monster_yuan\monster_yuan_liantiao.gim,6,Prop,4050.00,690.00,203.53
section\monster\monster_miaosha\monster_miaosha.gim,6,Prop,4086.59,1549.22,133.52
section\monster\monster_miaosha\monster_miaosha_bs.gim,6,Prop,invalid,invalid,invalid
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4001.41,1564.14,133.52
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4064.24,1556.50,133.52
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4143.02,1649.11,133.52
section\monster\monster_qiqiu\monster_qiqiu_red.gim,6,Prop,4589.89,1114.52,133.52
section\monster\monster_muchao\monster_muchao.gim,6,Prop,4717.16,1404.20,133.52
section\monster\monster_muchao\monster_muchao.gim,6,Prop,4459.81,1037.21,133.52
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4106.71,1583.42,133.91
section\monster\monster_yuan\monster_yuan.gim,6,Prop,3750.00,1590.00,203.51
section\monster\monster_yuan\monster_yuan_liantiao.gim,6,Prop,3750.00,1590.00,203.51
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4710.00,1410.00,202.80
section\monster\monster_tiao\monster_tiao_01.gim,6,Prop,4650.00,1590.00,133.52
section\monster\monster_tiao\monster_tiao_01.gim,6,Prop,4590.00,1350.00,133.52
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4650.00,1650.00,133.52
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4002.00,1530.00,133.52
