classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4230.00,1380.00,63.51
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,3560.73,1234.35,2.00
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,3854.31,437.79,-6.50
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4622.61,493.65,-6.50
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4122.40,856.62,-6.50
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4223.55,828.24,-6.50
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3630.00,480.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4230.00,420.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3600.00,570.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4560.00,570.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,930.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4590.00,960.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4440.00,1050.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3630.00,1140.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3960.00,150.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3630.00,780.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4380.00,1290.00,-6.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4763.27,1292.13,20.80
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4860.00,1290.00,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3631.74,691.23,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4529.85,989.11,-6.50
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4467.73,1291.74,-6.50
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4009.53,629.36,-6.70
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3930.01,150.08,-6.50
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
