classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4350.00,1320.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3660.00,1350.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3780.00,990.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4410.00,600.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4890.00,900.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3900.00,750.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3540.00,990.00,133.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4652.13,876.73,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4650.00,780.00,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3811.74,811.23,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4453.74,989.17,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3691.74,872.84,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3810.64,1549.53,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4470.64,949.53,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4530.64,1429.53,203.33
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4770.01,990.08,133.52
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3893.30,956.39,203.46
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3871.48,956.39,203.50
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3669.68,1218.62,133.48
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4247.01,559.38,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4286.57,556.15,133.35
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4216.30,800.32,203.73
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4192.03,959.69,203.53
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3578.11,1530.60,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3421.71,1667.34,133.55
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3429.68,1698.62,203.49
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4529.94,589.95,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4203.69,1213.00,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4600.45,884.71,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4086.59,1549.22,133.52
scene\model\h55_coa4wardrobe\h55_coa4_curtain01.gim,4,Prop,invalid,invalid,invalid
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3441.23,990.00,133.98
section\monster\monster_daozei\monster_daozei.gim,6,Prop,4521.15,504.20,134.02
section\monster\monster_daozei\monster_daozei.gim,6,Prop,3601.16,1038.00,204.03
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4409.91,801.33,134.02
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3810.00,770.84,133.98
section\monster\monster_qiqiu\monster_qiqiu_red.gim,6,Prop,3448.45,995.05,203.53
section\monster\monster_muchao\monster_muchao.gim,6,Prop,3585.31,1663.75,133.52
section\monster\monster_muchao\monster_muchao.gim,6,Prop,4425.71,686.55,203.53
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4236.26,810.32,204.03
section\monster\monster_tiao\monster_tiao_01.gim,6,Prop,3411.74,1691.74,134.02
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4199.88,1260.12,134.04
section\monster\monster_xiaobai\monster_xiaobai.gim,6,Prop,4167.04,1290.00,134.04
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3431.56,1299.95,203.53
section\monster\monster_tiao\monster_tiao.gim,6,Prop,3990.00,769.23,204.00
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4169.84,572.86,203.55
section\monster\monster_xiaobai\monster_xiaobai.gim,6,Prop,3638.09,692.07,204.03
section\monster\monster_tiao\monster_tiao_01.gim,6,Prop,3347.07,1099.47,133.64
section\monster\monster_tiao\monster_tiao.gim,6,Prop,4242.39,1268.20,134.04
section\monster\monster_yuan\monster_yuan_liantiao.gim,6,Prop,4118.73,1729.67,133.52
section\monster\monster_yuan\monster_yuan01.gim,6,Prop,4118.73,1729.67,133.52
section\monster\monster_miaosha\monster_miaosha_bs.gim,6,Prop,invalid,invalid,invalid
