classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,1440.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3570.00,1380.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4110.00,1620.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4530.00,1620.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4650.00,1380.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3480.00,870.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4020.00,1170.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4680.00,870.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3570.00,1260.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3330.00,840.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4350.00,480.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4350.00,1320.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4710.00,660.00,203.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4260.00,630.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4440.00,510.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3480.00,630.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4290.00,1620.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4710.00,1020.00,133.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4200.00,930.00,203.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4407.87,1703.27,160.82
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4410.00,1800.00,133.52
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,3748.26,686.39,133.32
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4708.26,748.77,203.53
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4591.35,600.02,133.32
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4712.19,1831.34,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4619.98,1891.35,133.32
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4227.16,1591.74,203.53
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4351.74,812.27,203.53
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4589.36,1090.47,133.32
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3510.01,1050.08,203.53
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3570.01,1410.08,133.52
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,3630.01,1050.08,203.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3880.21,704.81,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3814.51,730.45,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3678.49,1249.40,203.36
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4383.61,593.30,203.46
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4383.61,571.48,203.50
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3902.13,1212.24,203.49
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,3826.63,1289.57,203.54
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4030.60,1278.49,133.35
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,3652.89,1878.36,133.55
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4483.70,1059.68,133.72
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4507.97,900.31,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4180.21,1484.81,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4114.51,1510.45,133.52
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3921.89,1829.40,203.53
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4078.29,1692.66,203.56
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4758.62,1130.32,133.48
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4685.08,1013.60,203.53
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4698.62,1490.32,203.49
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4459.55,1695.29,133.52
section\monster\monster_miaosha\monster_miaosha_chair.gim,6,Prop,4720.21,1964.81,203.47
scene\model\h55_random\random01\random01_in\rd01_in_chair03.gim,6,Prop,4654.51,1990.45,133.52
scene\model\h55_coa4wardrobe\h55_coa4_curtain01.gim,4,Prop,invalid,invalid,invalid
section\prop\mj_spear\mj_spear.gim,6,Prop,-532.89,-3455.08,2.22
section\prop\prop_jiu\prop_jiu.gim,4,Prop,3238.08,1042.86,144.22
section\prop\prop_jiu\prop_jiu.gim,4,Prop,-388.68,-78.51,1.42
