classname,faction,subtype,posX,posY,posZ
scene\model\h55_random\random01\random01_prop\rd01_prop_book01.gim,6,Prop,-461.00,-10.00,-8.50
chr\player\dm65_survivor_m\dm65_survivor_m_bo\dm65_survivor_m_bo.gim,2,Player,4232.32,198.55,72.01
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4320.82,619.61,63.51
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4265.26,604.02,63.51
scene\model\h55_random\random01\random01_in\random01_in_piano01.gim,6,Prop,4983.55,780.64,67.42
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4022.61,913.65,63.51
scene\model\h55_random\random01\random01_in\rd01_in_woodplane01.gim,6,Prop,4697.79,645.69,63.51
scene\model\h55_random\random_start\rd_start_door01.gim,4,Prop,-523.88,-3442.87,-8.48
scene\model\h55_random\random01\random01_out\rd01_outdoor_door05.gim,6,Prop,-471.00,60.20,-3.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3990.00,840.00,63.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,4590.00,1080.00,63.50
scene\model\h55_random\random01\random01_prop\rd01_prop_door04.gim,6,Prop,3750.00,960.00,63.50
section\prop\prop_musicbox\prop_musicbox.gim,6,Prop,4287.87,1343.27,90.81
scene\model\h55_random\random01\random01_in\rd01_core_l_01_door01.gim,6,Prop,4290.00,1440.00,63.51
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02a.gim,6,Prop,invalid,invalid,invalid
scene\model\h55_random\random01\random01_prop\rd01_prop_dici02.gim,6,Prop,4830.90,871.45,63.51
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4390.48,210.64,63.31
chr\boss\butcher\dm65_butcher_ll\trap.gim,6,Prop,4589.36,370.48,63.31
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-548.48,-3496.26,20.21
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-546.41,-3493.78,40.84
scene\model\h55_random\random_start\rd_start_book02.gim,4,Prop,-544.85,-3424.22,6.74
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-542.13,-3426.33,19.53
scene\model\h55_random\random_start\ab_start_book\book06.gim,3,Unknown,-535.83,-3444.19,27.02
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.97,-3462.34,34.96
scene\model\h55_random\random_start\ab_start_book\book07.gim,3,Unknown,-530.88,-3468.55,40.29
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-515.66,-3500.49,46.52
scene\model\h55_random\random_start\ab_start_book\book08.gim,3,Unknown,-508.32,-3436.36,49.84
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,3949.95,450.06,63.34
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4610.32,161.38,63.47
scene\model\h55_random\random01\random01_in\rd01_in_pianochair01.gim,6,Prop,4190.32,761.38,63.47
